concept:instance,concept:event,concept:name,time:timestamp,lifecycle:transition,org:resource,org:role,org:unit,org:org
4d4879a7-c2fb-409d-a914-9a65f07477d4,f69e557453732460ed1fd0ffabd23f18,accept order,2023-03-21T17:45:23.604+01:00,calling,u,u,sales department,u
ea1bc04d-6102-4c16-b3b2-465c38820004,59c2590e56a01ebc98fc7bb4d49b7d07,inform storehouse and engineering department,2023-03-21T17:45:23.777+01:00,calling,u,u,sales department,u
ea1bc04d-6102-4c16-b3b2-465c38820004,683c95575fd7fa35e0cc007c96dc7986,accept order,2023-03-21T17:45:23.772+01:00,done,u,u,sales department,u
c0f3a510-6726-42fc-bc92-29de4a415272,7cd59e1a967bf36d5674cfc24daf55a2,inform storehouse and engineering department,2023-03-21T17:45:24.520+01:00,calling,u,u,sales department,u
c0f3a510-6726-42fc-bc92-29de4a415272,5e02b4aaeaa2ba2af51167d7ceba6f3c,accept order,2023-03-21T17:45:24.511+01:00,done,u,u,sales department,u
98bbd656-6c7c-4025-b16e-ce2c050bcafb,935470e47e5f1bb5f798d837adc608c4,receive order,2023-03-21T17:45:24.646+01:00,calling,u,u,sales department,u
98bbd656-6c7c-4025-b16e-ce2c050bcafb,935470e47e5f1bb5f798d837adc608c4,receive order,2023-03-21T17:45:25.676+01:00,done,u,u,sales department,u
98bbd656-6c7c-4025-b16e-ce2c050bcafb,324b04668bb56739d353426b61de907e,reject order,2023-03-21T17:45:25.678+01:00,calling,u,u,sales department,u
09dffeb3-146f-4718-99b2-89af1b2787e5,8e95f8d987fc941119c3d2472faacb55,prepare for assembling the ordered bicycle,2023-03-21T17:45:26.331+01:00,done,u,u,engineering department,u
09dffeb3-146f-4718-99b2-89af1b2787e5,50924e6cf42e2e263e10bd11e134e1aa,process part list of order,2023-03-21T17:45:26.346+01:00,done,u,u,storehouse,u
09dffeb3-146f-4718-99b2-89af1b2787e5,3731edb9fecc13ae2dec77dfbf59ae30,check required quantity of each part,2023-03-21T17:45:26.348+01:00,calling,u,u,storehouse,u
98bbd656-6c7c-4025-b16e-ce2c050bcafb,324b04668bb56739d353426b61de907e,reject order,2023-03-21T17:45:26.686+01:00,done,u,u,sales department,u
69e80bd2-342e-457d-879e-640ac3b32ff8,e0710af792e6c0d9d5b62fac2ea71cd0,receive order,2023-03-21T17:45:26.907+01:00,calling,u,u,sales department,u
aa6636ec-992a-408e-86a6-6f23e698ba41,20adae4a731d134a226b3392bd02f7f0,receive order,2023-03-21T17:45:27.648+01:00,calling,u,u,sales department,u
ea1bc04d-6102-4c16-b3b2-465c38820004,59c2590e56a01ebc98fc7bb4d49b7d07,inform storehouse and engineering department,2023-03-21T17:45:27.790+01:00,done,u,u,sales department,u
ea1bc04d-6102-4c16-b3b2-465c38820004,7585bdcf4d308bf29823f41823645691,process part list of order,2023-03-21T17:45:27.800+01:00,calling,u,u,storehouse,u
ea1bc04d-6102-4c16-b3b2-465c38820004,cac13e894369d05546b78a05cf4a674a,prepare for assembling the ordered bicycle,2023-03-21T17:45:27.805+01:00,calling,u,u,engineering department,u
69e80bd2-342e-457d-879e-640ac3b32ff8,e0710af792e6c0d9d5b62fac2ea71cd0,receive order,2023-03-21T17:45:27.940+01:00,done,u,u,sales department,u
69e80bd2-342e-457d-879e-640ac3b32ff8,88376d3a5455b7c2b7af60403651c17b,reject order,2023-03-21T17:45:27.950+01:00,calling,u,u,sales department,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,f69e557453732460ed1fd0ffabd23f18,accept order,2023-03-21T17:45:28.613+01:00,done,u,u,sales department,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,14b9786eba52227a709832894a6f6457,inform storehouse and engineering department,2023-03-21T17:45:28.619+01:00,calling,u,u,sales department,u
aa6636ec-992a-408e-86a6-6f23e698ba41,20adae4a731d134a226b3392bd02f7f0,receive order,2023-03-21T17:45:28.668+01:00,done,u,u,sales department,u
aa6636ec-992a-408e-86a6-6f23e698ba41,62c8305c7167ef2ccefa35d51918e387,reject order,2023-03-21T17:45:28.674+01:00,calling,u,u,sales department,u
69e80bd2-342e-457d-879e-640ac3b32ff8,88376d3a5455b7c2b7af60403651c17b,reject order,2023-03-21T17:45:28.959+01:00,done,u,u,sales department,u
aa6636ec-992a-408e-86a6-6f23e698ba41,62c8305c7167ef2ccefa35d51918e387,reject order,2023-03-21T17:45:29.679+01:00,done,u,u,sales department,u
c0f3a510-6726-42fc-bc92-29de4a415272,7cd59e1a967bf36d5674cfc24daf55a2,inform storehouse and engineering department,2023-03-21T17:45:30.530+01:00,done,u,u,sales department,u
c0f3a510-6726-42fc-bc92-29de4a415272,00912d6165dd704c2aca4c3c8f6a752c,prepare for assembling the ordered bicycle,2023-03-21T17:45:30.540+01:00,calling,u,u,engineering department,u
c0f3a510-6726-42fc-bc92-29de4a415272,b150dd58969e4c42926f6f1a0d4c069f,process part list of order,2023-03-21T17:45:30.542+01:00,calling,u,u,storehouse,u
ea1bc04d-6102-4c16-b3b2-465c38820004,cac13e894369d05546b78a05cf4a674a,prepare for assembling the ordered bicycle,2023-03-21T17:45:30.819+01:00,done,u,u,engineering department,u
bee3130c-0d68-48c2-af10-ee0450b4bceb,172a53751e2f77cb8fd4ad59e416eda1,receive order,2023-03-21T17:45:32.336+01:00,calling,u,u,sales department,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,ca43ed2b1e995a73e786463886068591,prepare for assembling the ordered bicycle,2023-03-21T17:45:32.633+01:00,calling,u,u,engineering department,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,8238c46a3522476f0dedfc7af517ace7,process part list of order,2023-03-21T17:45:32.629+01:00,calling,u,u,storehouse,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,14b9786eba52227a709832894a6f6457,inform storehouse and engineering department,2023-03-21T17:45:32.625+01:00,done,u,u,sales department,u
ea1bc04d-6102-4c16-b3b2-465c38820004,7585bdcf4d308bf29823f41823645691,process part list of order,2023-03-21T17:45:32.807+01:00,done,u,u,storehouse,u
ea1bc04d-6102-4c16-b3b2-465c38820004,95fb5fbd677a005ae22bf03479fad746,check required quantity of each part,2023-03-21T17:45:32.811+01:00,calling,u,u,storehouse,u
bee3130c-0d68-48c2-af10-ee0450b4bceb,172a53751e2f77cb8fd4ad59e416eda1,receive order,2023-03-21T17:45:33.354+01:00,done,u,u,sales department,u
09dffeb3-146f-4718-99b2-89af1b2787e5,3731edb9fecc13ae2dec77dfbf59ae30,check required quantity of each part,2023-03-21T17:45:33.355+01:00,done,u,u,storehouse,u
bee3130c-0d68-48c2-af10-ee0450b4bceb,cf1c2c1a9cb5962d29b9e66149465422,reject order,2023-03-21T17:45:33.356+01:00,calling,u,u,sales department,u
09dffeb3-146f-4718-99b2-89af1b2787e5,c22f50de97f38640cd32284bdc4230f6,reserve part,2023-03-21T17:45:33.365+01:00,done,u,u,u,u
09dffeb3-146f-4718-99b2-89af1b2787e5,c22f50de97f38640cd32284bdc4230f6,reserve part,2023-03-21T17:45:33.359+01:00,calling,u,u,u,u
09dffeb3-146f-4718-99b2-89af1b2787e5,cbbb5a96ef0865b4026177f6e1e15ce8,assemble bicycle,2023-03-21T17:45:33.367+01:00,calling,u,u,engineering department,u
c0f3a510-6726-42fc-bc92-29de4a415272,cf9ad68963e38726cb1b1250c3d4bd98,check required quantity of each part,2023-03-21T17:45:33.554+01:00,calling,u,u,storehouse,u
c0f3a510-6726-42fc-bc92-29de4a415272,b150dd58969e4c42926f6f1a0d4c069f,process part list of order,2023-03-21T17:45:33.552+01:00,done,u,u,storehouse,u
bee3130c-0d68-48c2-af10-ee0450b4bceb,cf1c2c1a9cb5962d29b9e66149465422,reject order,2023-03-21T17:45:34.362+01:00,done,u,u,sales department,u
c0f3a510-6726-42fc-bc92-29de4a415272,00912d6165dd704c2aca4c3c8f6a752c,prepare for assembling the ordered bicycle,2023-03-21T17:45:34.547+01:00,done,u,u,engineering department,u
c0f3a510-6726-42fc-bc92-29de4a415272,cf9ad68963e38726cb1b1250c3d4bd98,check required quantity of each part,2023-03-21T17:45:36.560+01:00,done,u,u,storehouse,u
c0f3a510-6726-42fc-bc92-29de4a415272,f99c6396963425d7be797a6be7603d7a,back-order part,2023-03-21T17:45:36.570+01:00,calling,u,u,u,u
55a961a9-9aab-4b0f-8155-53c3a1700603,882646937bfb38003794ffee831f7ffe,receive order,2023-03-21T17:45:36.681+01:00,calling,u,u,sales department,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,8238c46a3522476f0dedfc7af517ace7,process part list of order,2023-03-21T17:45:37.636+01:00,done,u,u,storehouse,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,945636007d725889498a20a2eb145df3,check required quantity of each part,2023-03-21T17:45:37.642+01:00,calling,u,u,storehouse,u
55a961a9-9aab-4b0f-8155-53c3a1700603,882646937bfb38003794ffee831f7ffe,receive order,2023-03-21T17:45:37.698+01:00,done,u,u,sales department,u
55a961a9-9aab-4b0f-8155-53c3a1700603,1d5825febf8d1cf37e669265b428a9f5,reject order,2023-03-21T17:45:37.700+01:00,calling,u,u,sales department,u
ea1bc04d-6102-4c16-b3b2-465c38820004,95fb5fbd677a005ae22bf03479fad746,check required quantity of each part,2023-03-21T17:45:37.820+01:00,done,u,u,storehouse,u
ea1bc04d-6102-4c16-b3b2-465c38820004,05ad094b0eccae139af5a14b6dccb186,back-order part,2023-03-21T17:45:37.822+01:00,calling,u,u,u,u
55a961a9-9aab-4b0f-8155-53c3a1700603,1d5825febf8d1cf37e669265b428a9f5,reject order,2023-03-21T17:45:38.703+01:00,done,u,u,sales department,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,ca43ed2b1e995a73e786463886068591,prepare for assembling the ordered bicycle,2023-03-21T17:45:39.646+01:00,done,u,u,engineering department,u
c0f3a510-6726-42fc-bc92-29de4a415272,128da9c2fdc259a4f5eab6d87a16b981,assemble bicycle,2023-03-21T17:45:40.592+01:00,calling,u,u,engineering department,u
c0f3a510-6726-42fc-bc92-29de4a415272,f99c6396963425d7be797a6be7603d7a,back-order part,2023-03-21T17:45:40.582+01:00,done,u,u,u,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,945636007d725889498a20a2eb145df3,check required quantity of each part,2023-03-21T17:45:40.647+01:00,done,u,u,storehouse,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,fcc3431c8494520ce02a371caebde1b2,assemble bicycle,2023-03-21T17:45:40.654+01:00,calling,u,u,engineering department,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,6fd736fd21a4b3720371e5a4e049c643,reserve part,2023-03-21T17:45:40.649+01:00,calling,u,u,u,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,6fd736fd21a4b3720371e5a4e049c643,reserve part,2023-03-21T17:45:40.653+01:00,done,u,u,u,u
09dffeb3-146f-4718-99b2-89af1b2787e5,cbbb5a96ef0865b4026177f6e1e15ce8,assemble bicycle,2023-03-21T17:45:41.372+01:00,done,u,u,engineering department,u
09dffeb3-146f-4718-99b2-89af1b2787e5,a3cc1550762fbb0ba18adfcb3aeb5ed6,ship bicycle to customer,2023-03-21T17:45:41.377+01:00,calling,u,u,sales department,u
0f4fb584-407d-4840-a5e1-ecff10e05f65,5cbdaa9cb9da60018813816c3dd69531,receive order,2023-03-21T17:45:41.510+01:00,calling,u,u,sales department,u
0f4fb584-407d-4840-a5e1-ecff10e05f65,5cbdaa9cb9da60018813816c3dd69531,receive order,2023-03-21T17:45:42.531+01:00,done,u,u,sales department,u
0f4fb584-407d-4840-a5e1-ecff10e05f65,444889aa1647be5f5afdbaa2cb8a18ff,reject order,2023-03-21T17:45:42.540+01:00,calling,u,u,sales department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,44b67943b07bfd83d05feed98cb3f4e9,receive order,2023-03-21T17:45:43.030+01:00,calling,u,u,sales department,u
0f4fb584-407d-4840-a5e1-ecff10e05f65,444889aa1647be5f5afdbaa2cb8a18ff,reject order,2023-03-21T17:45:43.551+01:00,done,u,u,sales department,u
ea1bc04d-6102-4c16-b3b2-465c38820004,05ad094b0eccae139af5a14b6dccb186,back-order part,2023-03-21T17:45:43.827+01:00,done,u,u,u,u
ea1bc04d-6102-4c16-b3b2-465c38820004,b9e437ea4528fef1e2a574bcc72ba673,assemble bicycle,2023-03-21T17:45:43.831+01:00,calling,u,u,engineering department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,44b67943b07bfd83d05feed98cb3f4e9,receive order,2023-03-21T17:45:44.044+01:00,done,u,u,sales department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,d7f3f02deaf4cdc4ada60e7f1093ed9d,accept order,2023-03-21T17:45:44.049+01:00,calling,u,u,sales department,u
c0f3a510-6726-42fc-bc92-29de4a415272,128da9c2fdc259a4f5eab6d87a16b981,assemble bicycle,2023-03-21T17:45:44.610+01:00,done,u,u,engineering department,u
c0f3a510-6726-42fc-bc92-29de4a415272,d60a1ae7cac5a114bdecf9216b158464,ship bicycle to customer,2023-03-21T17:45:44.617+01:00,calling,u,u,sales department,u
09dffeb3-146f-4718-99b2-89af1b2787e5,a3cc1550762fbb0ba18adfcb3aeb5ed6,ship bicycle to customer,2023-03-21T17:45:47.382+01:00,done,u,u,sales department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,d7f3f02deaf4cdc4ada60e7f1093ed9d,accept order,2023-03-21T17:45:48.056+01:00,done,u,u,sales department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,cbd6ff4c88ff478765ea770ec485fd0b,inform storehouse and engineering department,2023-03-21T17:45:48.064+01:00,calling,u,u,sales department,u
c0f3a510-6726-42fc-bc92-29de4a415272,d60a1ae7cac5a114bdecf9216b158464,ship bicycle to customer,2023-03-21T17:45:48.628+01:00,done,u,u,sales department,u
ea1bc04d-6102-4c16-b3b2-465c38820004,b9e437ea4528fef1e2a574bcc72ba673,assemble bicycle,2023-03-21T17:45:48.845+01:00,done,u,u,engineering department,u
ea1bc04d-6102-4c16-b3b2-465c38820004,7067ac753f960cd0ee6b5084d893af03,ship bicycle to customer,2023-03-21T17:45:48.848+01:00,calling,u,u,sales department,u
b06c78fc-803a-4732-999f-da45764e9b14,671b2877055f5c532af8d7de3a560584,receive order,2023-03-21T17:45:48.966+01:00,calling,u,u,sales department,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,3b2cb825e116f1494b8947f623efc6d7,ship bicycle to customer,2023-03-21T17:45:49.663+01:00,calling,u,u,sales department,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,fcc3431c8494520ce02a371caebde1b2,assemble bicycle,2023-03-21T17:45:49.661+01:00,done,u,u,engineering department,u
b06c78fc-803a-4732-999f-da45764e9b14,671b2877055f5c532af8d7de3a560584,receive order,2023-03-21T17:45:49.984+01:00,done,u,u,sales department,u
b06c78fc-803a-4732-999f-da45764e9b14,7160ea9de4aa7268372b34af9277a945,reject order,2023-03-21T17:45:49.994+01:00,calling,u,u,sales department,u
b06c78fc-803a-4732-999f-da45764e9b14,7160ea9de4aa7268372b34af9277a945,reject order,2023-03-21T17:45:50.999+01:00,done,u,u,sales department,u
ea1bc04d-6102-4c16-b3b2-465c38820004,7067ac753f960cd0ee6b5084d893af03,ship bicycle to customer,2023-03-21T17:45:53.855+01:00,done,u,u,sales department,u
5a845f65-49d2-4528-bb7f-2507e4a0c5ef,6cf8c333ea6b4d8aa98f3afc9e09c9f9,receive order,2023-03-21T17:45:54.200+01:00,calling,u,u,sales department,u
5a845f65-49d2-4528-bb7f-2507e4a0c5ef,6cf8c333ea6b4d8aa98f3afc9e09c9f9,receive order,2023-03-21T17:45:55.223+01:00,done,u,u,sales department,u
5a845f65-49d2-4528-bb7f-2507e4a0c5ef,8154d2ab71706b78a3241aaefe04d191,reject order,2023-03-21T17:45:55.228+01:00,calling,u,u,sales department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,1e7b41a976f533477e402585fa5de6fe,prepare for assembling the ordered bicycle,2023-03-21T17:45:56.095+01:00,calling,u,u,engineering department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,cbd6ff4c88ff478765ea770ec485fd0b,inform storehouse and engineering department,2023-03-21T17:45:56.079+01:00,done,u,u,sales department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,18329f6d5b7a0b551fb1574fd5d9623f,process part list of order,2023-03-21T17:45:56.088+01:00,calling,u,u,storehouse,u
5a845f65-49d2-4528-bb7f-2507e4a0c5ef,8154d2ab71706b78a3241aaefe04d191,reject order,2023-03-21T17:45:56.233+01:00,done,u,u,sales department,u
4d4879a7-c2fb-409d-a914-9a65f07477d4,3b2cb825e116f1494b8947f623efc6d7,ship bicycle to customer,2023-03-21T17:45:56.671+01:00,done,u,u,sales department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,18329f6d5b7a0b551fb1574fd5d9623f,process part list of order,2023-03-21T17:46:00.096+01:00,done,u,u,storehouse,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,9ce4b0881779b265089d2507a854c3cf,check required quantity of each part,2023-03-21T17:46:00.099+01:00,calling,u,u,storehouse,u
fce28d30-dd4b-4fdc-a997-1eb0dccbe754,9053b7d6bfa08026f2d9d39c530be9a7,receive order,2023-03-21T17:46:00.867+01:00,calling,u,u,sales department,u
fce28d30-dd4b-4fdc-a997-1eb0dccbe754,9053b7d6bfa08026f2d9d39c530be9a7,receive order,2023-03-21T17:46:01.883+01:00,done,u,u,sales department,u
fce28d30-dd4b-4fdc-a997-1eb0dccbe754,5d616ba4ab97d0d779bc3dadea3e121d,reject order,2023-03-21T17:46:01.888+01:00,calling,u,u,sales department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,1e7b41a976f533477e402585fa5de6fe,prepare for assembling the ordered bicycle,2023-03-21T17:46:02.106+01:00,done,u,u,engineering department,u
fce28d30-dd4b-4fdc-a997-1eb0dccbe754,5d616ba4ab97d0d779bc3dadea3e121d,reject order,2023-03-21T17:46:02.896+01:00,done,u,u,sales department,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,14f0e6ef68bde253da3cd712eea18d0b,receive order,2023-03-21T17:46:06.430+01:00,calling,u,u,sales department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,0b4b3bf183ce474467375ded247f1964,reserve part,2023-03-21T17:46:07.112+01:00,calling,u,u,u,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,9ce4b0881779b265089d2507a854c3cf,check required quantity of each part,2023-03-21T17:46:07.107+01:00,done,u,u,storehouse,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,3eda2653283c3d9c53857718c8c8b89b,assemble bicycle,2023-03-21T17:46:07.119+01:00,calling,u,u,engineering department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,0b4b3bf183ce474467375ded247f1964,reserve part,2023-03-21T17:46:07.116+01:00,done,u,u,u,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,14f0e6ef68bde253da3cd712eea18d0b,receive order,2023-03-21T17:46:07.458+01:00,done,u,u,sales department,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,d9e31fdb629a5eec1ece6ddc09a75534,accept order,2023-03-21T17:46:07.462+01:00,calling,u,u,sales department,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,d9e31fdb629a5eec1ece6ddc09a75534,accept order,2023-03-21T17:46:10.470+01:00,done,u,u,sales department,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,8edd6b11f890e03bab7c47208e220f6f,inform storehouse and engineering department,2023-03-21T17:46:10.474+01:00,calling,u,u,sales department,u
80177a8f-1e77-4f7e-b460-f88bf9bc6d8d,90760567f739b7126ad91fb2a91c1f70,receive order,2023-03-21T17:46:13.640+01:00,calling,u,u,sales department,u
80177a8f-1e77-4f7e-b460-f88bf9bc6d8d,90760567f739b7126ad91fb2a91c1f70,receive order,2023-03-21T17:46:14.664+01:00,done,u,u,sales department,u
80177a8f-1e77-4f7e-b460-f88bf9bc6d8d,b8c678fb73efd9ac19f53aff5af1ba9b,reject order,2023-03-21T17:46:14.666+01:00,calling,u,u,sales department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,3eda2653283c3d9c53857718c8c8b89b,assemble bicycle,2023-03-21T17:46:15.125+01:00,done,u,u,engineering department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,c721ddf6111f46f26d028a231805abea,ship bicycle to customer,2023-03-21T17:46:15.130+01:00,calling,u,u,sales department,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,95cdc786dacc4889dd4948d9fa02a83e,prepare for assembling the ordered bicycle,2023-03-21T17:46:15.495+01:00,calling,u,u,engineering department,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,8edd6b11f890e03bab7c47208e220f6f,inform storehouse and engineering department,2023-03-21T17:46:15.483+01:00,done,u,u,sales department,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,d85bdfb07c4d93df338816ca158277fa,process part list of order,2023-03-21T17:46:15.492+01:00,calling,u,u,storehouse,u
80177a8f-1e77-4f7e-b460-f88bf9bc6d8d,b8c678fb73efd9ac19f53aff5af1ba9b,reject order,2023-03-21T17:46:15.673+01:00,done,u,u,sales department,u
61b9a435-db13-4fae-bc41-2ffb58214d16,2f687f68e649b823b661e344c08bb714,receive order,2023-03-21T17:46:17.502+01:00,calling,u,u,sales department,u
61b9a435-db13-4fae-bc41-2ffb58214d16,2f687f68e649b823b661e344c08bb714,receive order,2023-03-21T17:46:18.530+01:00,done,u,u,sales department,u
61b9a435-db13-4fae-bc41-2ffb58214d16,16cc45c79af46da5d21036eb6ebec00e,accept order,2023-03-21T17:46:18.540+01:00,calling,u,u,sales department,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,d85bdfb07c4d93df338816ca158277fa,process part list of order,2023-03-21T17:46:20.500+01:00,done,u,u,storehouse,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,cc42cd5aad5048ceb26aa2ff5039d6e7,check required quantity of each part,2023-03-21T17:46:20.524+01:00,calling,u,u,storehouse,u
965aa6ee-c993-46c0-879a-47006750b349,abf2c520b511277a22da27ce73a538fc,receive order,2023-03-21T17:46:21.421+01:00,calling,u,u,sales department,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,95cdc786dacc4889dd4948d9fa02a83e,prepare for assembling the ordered bicycle,2023-03-21T17:46:21.507+01:00,done,u,u,engineering department,u
965aa6ee-c993-46c0-879a-47006750b349,abf2c520b511277a22da27ce73a538fc,receive order,2023-03-21T17:46:22.443+01:00,done,u,u,sales department,u
965aa6ee-c993-46c0-879a-47006750b349,e2e1f652e13446e7b768a83a3c8c9ebc,accept order,2023-03-21T17:46:22.448+01:00,calling,u,u,sales department,u
ae4b8df4-79bf-491a-a6f7-5fc0f121b9ab,c721ddf6111f46f26d028a231805abea,ship bicycle to customer,2023-03-21T17:46:23.139+01:00,done,u,u,sales department,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,cc42cd5aad5048ceb26aa2ff5039d6e7,check required quantity of each part,2023-03-21T17:46:24.529+01:00,done,u,u,storehouse,u
61b9a435-db13-4fae-bc41-2ffb58214d16,16cc45c79af46da5d21036eb6ebec00e,accept order,2023-03-21T17:46:24.545+01:00,done,u,u,sales department,u
61b9a435-db13-4fae-bc41-2ffb58214d16,50ed6f862fbdf1b44c1da4ba12a5a244,inform storehouse and engineering department,2023-03-21T17:46:24.547+01:00,calling,u,u,sales department,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,f880d0f904887599a63fefa2158da5c0,back-order part,2023-03-21T17:46:24.532+01:00,calling,u,u,u,u
965aa6ee-c993-46c0-879a-47006750b349,0e622359a5a13f5d48c9cb1be58b0a3f,inform storehouse and engineering department,2023-03-21T17:46:25.460+01:00,calling,u,u,sales department,u
965aa6ee-c993-46c0-879a-47006750b349,e2e1f652e13446e7b768a83a3c8c9ebc,accept order,2023-03-21T17:46:25.454+01:00,done,u,u,sales department,u
b02794fe-c196-426d-972e-cfa16bdbf08a,6281ce2ea34d33a12f6590b569cc29b2,receive order,2023-03-21T17:46:26.803+01:00,calling,u,u,sales department,u
