concept:instance,concept:event,concept:name,time:timestamp,lifecycle:transition,org:resource,org:role,org:unit,org:org
7a7d269a-173d-4473-9cf2-49fc321bb939,cf10696fd65a5357b8a60ab44396fb50,call customer,2023-03-28T12:21:16.978+02:00,calling,u,sales assistant,u,u
4d107c25-be17-4f90-8174-8906140b1b58,421052db2371bfe8cd69f6ce8179cf77,call customer,2023-03-28T12:21:17.539+02:00,done,u,sales assistant,u,u
4d107c25-be17-4f90-8174-8906140b1b58,2da778ac6512266f37c9db22917c43ff,send note to manager,2023-03-28T12:21:17.544+02:00,calling,u,sales assistant,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,11bcd2442053b9ffd360b413fa834972,tell sales assistant to call contact person of leads,2023-03-28T12:21:17.878+02:00,done,u,manager,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,257e495d9358161a44d93c42cc715f18,call customer,2023-03-28T12:21:17.881+02:00,calling,u,sales assistant,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,f1499c3795ef7c98a535a9f52dfe7020,tell sales assistant to call contact person of leads,2023-03-28T12:21:18.868+02:00,calling,u,manager,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,45b77d37fa45b8fea68931c2137e24a4,select top five leads,2023-03-28T12:21:18.863+02:00,done,u,manager,u,u
4d107c25-be17-4f90-8174-8906140b1b58,2da778ac6512266f37c9db22917c43ff,send note to manager,2023-03-28T12:21:19.553+02:00,done,u,sales assistant,u,u
4d107c25-be17-4f90-8174-8906140b1b58,e3aae7a8e871f243cdca4f1c9834aff7,process lead,2023-03-28T12:21:19.566+02:00,calling,u,manager,u,u
1870e115-f243-4257-855a-251e81ec86d1,b76698645d5f5eea592c24f6c52c1ccf,check open leads,2023-03-28T12:21:19.774+02:00,calling,u,manager,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,cf10696fd65a5357b8a60ab44396fb50,call customer,2023-03-28T12:21:20.983+02:00,done,u,sales assistant,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,ea2f52fcdf96959619973860c2183e5c,call customer,2023-03-28T12:21:20.986+02:00,calling,u,sales assistant,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,f172ed2a74f75970507ec00a197aae16,check open leads,2023-03-28T12:21:21.725+02:00,done,u,manager,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,8583294d9bb6867eafdfd35f3f4febeb,select top five leads,2023-03-28T12:21:21.727+02:00,calling,u,manager,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,f1499c3795ef7c98a535a9f52dfe7020,tell sales assistant to call contact person of leads,2023-03-28T12:21:21.873+02:00,done,u,manager,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,248de45cfc3171be3e2798fd9c61e82e,call customer,2023-03-28T12:21:21.876+02:00,calling,u,sales assistant,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,257e495d9358161a44d93c42cc715f18,call customer,2023-03-28T12:21:21.886+02:00,done,u,sales assistant,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,e0e5d55cbc3bb02078987d32aac8cfa6,send note to manager,2023-03-28T12:21:21.889+02:00,calling,u,sales assistant,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,55b606b0fe77c7b9b1c84176088eee1b,process lead,2023-03-28T12:21:22.903+02:00,calling,u,manager,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,e0e5d55cbc3bb02078987d32aac8cfa6,send note to manager,2023-03-28T12:21:22.895+02:00,done,u,sales assistant,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,ea2f52fcdf96959619973860c2183e5c,call customer,2023-03-28T12:21:22.996+02:00,done,u,sales assistant,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,d5ef328412c9bb1af3269770dc03712e,send note to manager,2023-03-28T12:21:23.004+02:00,calling,u,sales assistant,u,u
185e5937-dcd5-4b68-875a-2ecefdf4c734,ab164b9a5368f89a48afddd427014f8e,check open leads,2023-03-28T12:21:23.411+02:00,calling,u,manager,u,u
4d107c25-be17-4f90-8174-8906140b1b58,e3aae7a8e871f243cdca4f1c9834aff7,process lead,2023-03-28T12:21:23.573+02:00,done,u,manager,u,u
4d107c25-be17-4f90-8174-8906140b1b58,41194fbb60820385633a920881358d9d,call customer,2023-03-28T12:21:23.576+02:00,calling,u,sales assistant,u,u
1870e115-f243-4257-855a-251e81ec86d1,b76698645d5f5eea592c24f6c52c1ccf,check open leads,2023-03-28T12:21:23.787+02:00,done,u,manager,u,u
1870e115-f243-4257-855a-251e81ec86d1,baea04c0f3bb0c7f2b3869330fdef1db,select top five leads,2023-03-28T12:21:23.791+02:00,calling,u,manager,u,u
2b8456c1-a483-495c-9020-07479c79e996,d1ca015bf2bef579de040f778f48284f,process lead,2023-03-28T12:21:23.830+02:00,done,u,manager,u,u
2b8456c1-a483-495c-9020-07479c79e996,655c689a9e159aca8b05a299f093a3fc,call customer,2023-03-28T12:21:23.833+02:00,calling,u,sales assistant,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,73da785f7c9f3c458faf602c253b3441,process lead,2023-03-28T12:21:24.019+02:00,calling,u,manager,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,d5ef328412c9bb1af3269770dc03712e,send note to manager,2023-03-28T12:21:24.012+02:00,done,u,sales assistant,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,248de45cfc3171be3e2798fd9c61e82e,call customer,2023-03-28T12:21:24.880+02:00,done,u,sales assistant,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,48b1b881f30fb9bb9431df515bef59a7,send note to manager,2023-03-28T12:21:24.883+02:00,calling,u,sales assistant,u,u
4d107c25-be17-4f90-8174-8906140b1b58,41194fbb60820385633a920881358d9d,call customer,2023-03-28T12:21:25.609+02:00,done,u,sales assistant,u,u
4d107c25-be17-4f90-8174-8906140b1b58,2ed815c9d25134b2e52376287e3df3cc,call customer,2023-03-28T12:21:25.620+02:00,calling,u,sales assistant,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,8583294d9bb6867eafdfd35f3f4febeb,select top five leads,2023-03-28T12:21:25.731+02:00,done,u,manager,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,fd73d3c4dc97f6cbe75960d2fa0bb7c0,tell sales assistant to call contact person of leads,2023-03-28T12:21:25.734+02:00,calling,u,manager,u,u
2b8456c1-a483-495c-9020-07479c79e996,6b51c98864028e90836ad193f47f7240,send note to manager,2023-03-28T12:21:25.839+02:00,calling,u,sales assistant,u,u
2b8456c1-a483-495c-9020-07479c79e996,655c689a9e159aca8b05a299f093a3fc,call customer,2023-03-28T12:21:25.837+02:00,done,u,sales assistant,u,u
2aebcdee-b502-4761-a6d7-0c8ba941909b,881045e126ec4218ade7b0caed3a8778,check open leads,2023-03-28T12:21:26.658+02:00,calling,u,manager,u,u
1870e115-f243-4257-855a-251e81ec86d1,baea04c0f3bb0c7f2b3869330fdef1db,select top five leads,2023-03-28T12:21:26.799+02:00,done,u,manager,u,u
1870e115-f243-4257-855a-251e81ec86d1,fb80fe69b77f97c7a0f7627a63f85d6a,tell sales assistant to call contact person of leads,2023-03-28T12:21:26.802+02:00,calling,u,manager,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,48b1b881f30fb9bb9431df515bef59a7,send note to manager,2023-03-28T12:21:26.886+02:00,done,u,sales assistant,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,2c7b1fda6957f20062b1c36157972882,process lead,2023-03-28T12:21:26.889+02:00,calling,u,manager,u,u
4d107c25-be17-4f90-8174-8906140b1b58,2ed815c9d25134b2e52376287e3df3cc,call customer,2023-03-28T12:21:27.627+02:00,done,u,sales assistant,u,u
4d107c25-be17-4f90-8174-8906140b1b58,c5277fffc63e617aad4d921c77ab2580,send note to manager,2023-03-28T12:21:27.631+02:00,calling,u,sales assistant,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,fd73d3c4dc97f6cbe75960d2fa0bb7c0,tell sales assistant to call contact person of leads,2023-03-28T12:21:27.740+02:00,done,u,manager,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,25905a8760f64be75059f1a8a9100f7b,call customer,2023-03-28T12:21:27.747+02:00,calling,u,sales assistant,u,u
2b8456c1-a483-495c-9020-07479c79e996,d1348f6271c22397d8c0410fe0922f39,process lead,2023-03-28T12:21:27.850+02:00,calling,u,manager,u,u
2b8456c1-a483-495c-9020-07479c79e996,6b51c98864028e90836ad193f47f7240,send note to manager,2023-03-28T12:21:27.844+02:00,done,u,sales assistant,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,73da785f7c9f3c458faf602c253b3441,process lead,2023-03-28T12:21:28.026+02:00,done,u,manager,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,0cc1b5983207287d6c958bf77f971631,call customer,2023-03-28T12:21:28.031+02:00,calling,u,sales assistant,u,u
185e5937-dcd5-4b68-875a-2ecefdf4c734,ab164b9a5368f89a48afddd427014f8e,check open leads,2023-03-28T12:21:28.444+02:00,done,u,manager,u,u
185e5937-dcd5-4b68-875a-2ecefdf4c734,493015f4df12cffc221665fe24a5898f,select top five leads,2023-03-28T12:21:28.448+02:00,calling,u,manager,u,u
1870e115-f243-4257-855a-251e81ec86d1,fb80fe69b77f97c7a0f7627a63f85d6a,tell sales assistant to call contact person of leads,2023-03-28T12:21:28.805+02:00,done,u,manager,u,u
1870e115-f243-4257-855a-251e81ec86d1,48f5c690a4cad63a68d152e71a61601c,call customer,2023-03-28T12:21:28.808+02:00,calling,u,sales assistant,u,u
4d107c25-be17-4f90-8174-8906140b1b58,059e8e0126e0602d53fc8bc0838e336c,process lead,2023-03-28T12:21:29.639+02:00,calling,u,manager,u,u
4d107c25-be17-4f90-8174-8906140b1b58,c5277fffc63e617aad4d921c77ab2580,send note to manager,2023-03-28T12:21:29.635+02:00,done,u,sales assistant,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,55b606b0fe77c7b9b1c84176088eee1b,process lead,2023-03-28T12:21:29.915+02:00,done,u,manager,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,077f7c3f53dc769f70c99728002a6ded,call customer,2023-03-28T12:21:29.920+02:00,calling,u,sales assistant,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,0cc1b5983207287d6c958bf77f971631,call customer,2023-03-28T12:21:30.038+02:00,done,u,sales assistant,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,686638f8f6d2b58d1a204b350125e6a8,send note to manager,2023-03-28T12:21:30.041+02:00,calling,u,sales assistant,u,u
185e5937-dcd5-4b68-875a-2ecefdf4c734,5d43c6c1a78f1fcf62564f3affdd5850,tell sales assistant to call contact person of leads,2023-03-28T12:21:30.461+02:00,calling,u,manager,u,u
185e5937-dcd5-4b68-875a-2ecefdf4c734,493015f4df12cffc221665fe24a5898f,select top five leads,2023-03-28T12:21:30.456+02:00,done,u,manager,u,u
2aebcdee-b502-4761-a6d7-0c8ba941909b,881045e126ec4218ade7b0caed3a8778,check open leads,2023-03-28T12:21:31.681+02:00,done,u,manager,u,u
2aebcdee-b502-4761-a6d7-0c8ba941909b,3a376289798ec5c4f4f7ec7a65e72dbf,select top five leads,2023-03-28T12:21:31.687+02:00,calling,u,manager,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,25905a8760f64be75059f1a8a9100f7b,call customer,2023-03-28T12:21:31.756+02:00,done,u,sales assistant,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,1034a7668172752bb2ec1c4899ec2e80,send note to manager,2023-03-28T12:21:31.766+02:00,calling,u,sales assistant,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,077f7c3f53dc769f70c99728002a6ded,call customer,2023-03-28T12:21:31.927+02:00,done,u,sales assistant,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,e0d4b5f6c8e497d8851e993c0cda43c8,send note to manager,2023-03-28T12:21:31.931+02:00,calling,u,sales assistant,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,686638f8f6d2b58d1a204b350125e6a8,send note to manager,2023-03-28T12:21:32.046+02:00,done,u,sales assistant,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,fc5a75c8ee76c39a733e3608e4f5111e,process lead,2023-03-28T12:21:32.052+02:00,calling,u,manager,u,u
185e5937-dcd5-4b68-875a-2ecefdf4c734,5d43c6c1a78f1fcf62564f3affdd5850,tell sales assistant to call contact person of leads,2023-03-28T12:21:32.465+02:00,done,u,manager,u,u
185e5937-dcd5-4b68-875a-2ecefdf4c734,cdb8e1ca7d795a84e0dfcd5bb71e2e23,call customer,2023-03-28T12:21:32.468+02:00,calling,u,sales assistant,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,1034a7668172752bb2ec1c4899ec2e80,send note to manager,2023-03-28T12:21:32.772+02:00,done,u,sales assistant,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,b699ebc3853178c1ed42c93bc0806f81,process lead,2023-03-28T12:21:32.778+02:00,calling,u,manager,u,u
1870e115-f243-4257-855a-251e81ec86d1,48f5c690a4cad63a68d152e71a61601c,call customer,2023-03-28T12:21:32.815+02:00,done,u,sales assistant,u,u
1870e115-f243-4257-855a-251e81ec86d1,4b502f40c5c6abf56b2ed92a2071c571,call customer,2023-03-28T12:21:32.821+02:00,calling,u,sales assistant,u,u
2b8456c1-a483-495c-9020-07479c79e996,d1348f6271c22397d8c0410fe0922f39,process lead,2023-03-28T12:21:32.854+02:00,done,u,manager,u,u
2b8456c1-a483-495c-9020-07479c79e996,ee9424ef3751d3c2fe500cb302462966,call customer,2023-03-28T12:21:32.856+02:00,calling,u,sales assistant,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,4d468d1b1f0a3092be8abc5544bb21a6,call customer,2023-03-28T12:21:32.895+02:00,calling,u,sales assistant,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,e0d4b5f6c8e497d8851e993c0cda43c8,send note to manager,2023-03-28T12:21:32.936+02:00,done,u,sales assistant,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,62efb596fd84c3c5911b84837ee9a2b8,process lead,2023-03-28T12:21:32.940+02:00,calling,u,manager,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,2c7b1fda6957f20062b1c36157972882,process lead,2023-03-28T12:21:32.893+02:00,done,u,manager,u,u
2aebcdee-b502-4761-a6d7-0c8ba941909b,3a376289798ec5c4f4f7ec7a65e72dbf,select top five leads,2023-03-28T12:21:33.698+02:00,done,u,manager,u,u
2aebcdee-b502-4761-a6d7-0c8ba941909b,dc6bb5d22e1ca6306bcc0f7b7d6f9661,tell sales assistant to call contact person of leads,2023-03-28T12:21:33.701+02:00,calling,u,manager,u,u
3fefddfd-db52-4299-984d-7e079ef0619b,6da5e0fa54de56d208e24ba51887d976,check open leads,2023-03-28T12:21:34.295+02:00,calling,u,manager,u,u
1870e115-f243-4257-855a-251e81ec86d1,56e74a269f1bb7a0599652d8143ecc86,send note to manager,2023-03-28T12:21:34.842+02:00,calling,u,sales assistant,u,u
1870e115-f243-4257-855a-251e81ec86d1,4b502f40c5c6abf56b2ed92a2071c571,call customer,2023-03-28T12:21:34.831+02:00,done,u,sales assistant,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,4d468d1b1f0a3092be8abc5544bb21a6,call customer,2023-03-28T12:21:34.906+02:00,done,u,sales assistant,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,d864957445608451cfc1aa6e7912f967,send note to manager,2023-03-28T12:21:34.907+02:00,calling,u,sales assistant,u,u
9869e5da-1a45-4903-86f7-962c8ca3b441,e32dd98f5f8e6ab0d742678c608f6bf2,check open leads,2023-03-28T12:21:35.318+02:00,calling,u,manager,u,u
185e5937-dcd5-4b68-875a-2ecefdf4c734,cdb8e1ca7d795a84e0dfcd5bb71e2e23,call customer,2023-03-28T12:21:35.475+02:00,done,u,sales assistant,u,u
185e5937-dcd5-4b68-875a-2ecefdf4c734,d68d0e09a9a0f5fbc7e980e1502ae1ed,send note to manager,2023-03-28T12:21:35.477+02:00,calling,u,sales assistant,u,u
2b8456c1-a483-495c-9020-07479c79e996,ee9424ef3751d3c2fe500cb302462966,call customer,2023-03-28T12:21:35.864+02:00,done,u,sales assistant,u,u
2b8456c1-a483-495c-9020-07479c79e996,c098e511a1848eebcb2f0d0ef9c8e384,call customer,2023-03-28T12:21:35.866+02:00,calling,u,sales assistant,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,d864957445608451cfc1aa6e7912f967,send note to manager,2023-03-28T12:21:35.912+02:00,done,u,sales assistant,u,u
c7c7d58b-8b7c-4c95-947f-90c2320c811d,fc5daf9f0607004d1221dee5ff54c190,process lead,2023-03-28T12:21:35.917+02:00,calling,u,manager,u,u
3fefddfd-db52-4299-984d-7e079ef0619b,3e52fccc7583185d6e4dc86abf3944cd,select top five leads,2023-03-28T12:21:36.326+02:00,calling,u,manager,u,u
3fefddfd-db52-4299-984d-7e079ef0619b,6da5e0fa54de56d208e24ba51887d976,check open leads,2023-03-28T12:21:36.322+02:00,done,u,manager,u,u
185e5937-dcd5-4b68-875a-2ecefdf4c734,b82be5e933387c3bf3406164644cdac9,process lead,2023-03-28T12:21:36.487+02:00,calling,u,manager,u,u
185e5937-dcd5-4b68-875a-2ecefdf4c734,d68d0e09a9a0f5fbc7e980e1502ae1ed,send note to manager,2023-03-28T12:21:36.482+02:00,done,u,sales assistant,u,u
4d107c25-be17-4f90-8174-8906140b1b58,059e8e0126e0602d53fc8bc0838e336c,process lead,2023-03-28T12:21:36.645+02:00,done,u,manager,u,u
2aebcdee-b502-4761-a6d7-0c8ba941909b,dc6bb5d22e1ca6306bcc0f7b7d6f9661,tell sales assistant to call contact person of leads,2023-03-28T12:21:36.705+02:00,done,u,manager,u,u
2aebcdee-b502-4761-a6d7-0c8ba941909b,7cf67ffb27895d71caa73806e36ce811,call customer,2023-03-28T12:21:36.707+02:00,calling,u,sales assistant,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,b699ebc3853178c1ed42c93bc0806f81,process lead,2023-03-28T12:21:36.785+02:00,done,u,manager,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,d1344170b9d9f07aa0ad09a3969b359a,call customer,2023-03-28T12:21:36.790+02:00,calling,u,sales assistant,u,u
1870e115-f243-4257-855a-251e81ec86d1,56e74a269f1bb7a0599652d8143ecc86,send note to manager,2023-03-28T12:21:36.854+02:00,done,u,sales assistant,u,u
1870e115-f243-4257-855a-251e81ec86d1,cfa42b5015da9c85ae92cd409ee01513,process lead,2023-03-28T12:21:36.857+02:00,calling,u,manager,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,62efb596fd84c3c5911b84837ee9a2b8,process lead,2023-03-28T12:21:36.943+02:00,done,u,manager,u,u
132b87a4-99de-4d32-ab80-c4760ce8334c,624944937ea5b0fef0e8fcc199f851ff,call customer,2023-03-28T12:21:36.947+02:00,calling,u,sales assistant,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,fc5a75c8ee76c39a733e3608e4f5111e,process lead,2023-03-28T12:21:38.062+02:00,done,u,manager,u,u
7a7d269a-173d-4473-9cf2-49fc321bb939,2ac493842dacdc484b3d650889a04886,call customer,2023-03-28T12:21:38.068+02:00,calling,u,sales assistant,u,u
2aebcdee-b502-4761-a6d7-0c8ba941909b,7cf67ffb27895d71caa73806e36ce811,call customer,2023-03-28T12:21:38.713+02:00,done,u,sales assistant,u,u
2aebcdee-b502-4761-a6d7-0c8ba941909b,b5ec8282445dd6cd50384446d5cd2588,call customer,2023-03-28T12:21:38.716+02:00,calling,u,sales assistant,u,u
2b8456c1-a483-495c-9020-07479c79e996,c098e511a1848eebcb2f0d0ef9c8e384,call customer,2023-03-28T12:21:38.875+02:00,done,u,sales assistant,u,u
2b8456c1-a483-495c-9020-07479c79e996,e9d5369ecfb89d049e0d6f04c85c684a,send note to manager,2023-03-28T12:21:38.883+02:00,calling,u,sales assistant,u,u
9869e5da-1a45-4903-86f7-962c8ca3b441,1352cdde451af105678f8b7eee162cbc,select top five leads,2023-03-28T12:21:39.344+02:00,calling,u,manager,u,u
9869e5da-1a45-4903-86f7-962c8ca3b441,e32dd98f5f8e6ab0d742678c608f6bf2,check open leads,2023-03-28T12:21:39.341+02:00,done,u,manager,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,d1344170b9d9f07aa0ad09a3969b359a,call customer,2023-03-28T12:21:39.801+02:00,done,u,sales assistant,u,u
59bce01d-1506-4e4b-93eb-e85929718e05,e8a51ece6755ace6ffd622e37cda0b96,call customer,2023-03-28T12:21:39.807+02:00,calling,u,sales assistant,u,u
3fefddfd-db52-4299-984d-7e079ef0619b,3e52fccc7583185d6e4dc86abf3944cd,select top five leads,2023-03-28T12:21:40.338+02:00,done,u,manager,u,u
